company,job_title,job_type,experience_level,skills,skills_list,combined_text,combined_cleaned
Etsy,"staff product manager, data pipelines",Full Time,Senior-level,"['data pipelines', 'bigquery', 'data warehouse', 'machine learning', 'dataflow', 'pipelines']","['data pipelines', 'bigquery', 'data warehouse', 'machine learning', 'dataflow', 'pipelines']","staff product manager, data pipelines Senior-level ['data pipelines', 'bigquery', 'data warehouse', 'machine learning', 'dataflow', 'pipelines']",staff product manager data pipelines senior level data pipelines bigquery data warehouse machine learning dataflow pipelines
KMS Technology,data engineering lead/data architect,Full Time,Senior-level,"['etl', 'agile', 'data warehousing', 'data strategy', 'aws', 'engineering']","['etl', 'agile', 'data warehousing', 'data strategy', 'aws', 'engineering']","data engineering lead/data architect Senior-level ['etl', 'agile', 'data warehousing', 'data strategy', 'aws', 'engineering']",data engineering lead data architect senior level etl agile data warehousing data strategy aws engineering
Deezer,data engineer intern m/f/d - industry team,Internship,Entry-level,"['data pipelines', 'apis', 'big data', 'bigquery', 'gcp', 'engineering']","['data pipelines', 'apis', 'big data', 'bigquery', 'gcp', 'engineering']","data engineer intern m/f/d - industry team Entry-level ['data pipelines', 'apis', 'big data', 'bigquery', 'gcp', 'engineering']",data engineer intern m f d industry team entry level data pipelines apis big data bigquery gcp engineering
Méthode Srl,sap data analyst,Full Time,Mid-level,"['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']","['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']","sap data analyst Mid-level ['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']",sap data analyst mid level oracle data analysis sql computer science business intelligence
Sia Partners,siaxperience web data analyst,Full Time,Senior-level,"['power bi', 'tableau', 'sql', 'data visualization', 'consulting firm', 'consulting']","['power bi', 'tableau', 'sql', 'data visualization', 'consulting firm', 'consulting']","siaxperience web data analyst Senior-level ['power bi', 'tableau', 'sql', 'data visualization', 'consulting firm', 'consulting']",siaxperience web data analyst senior level power bi tableau sql data visualization consulting firm consulting
Twelve Labs,research intern (multimodal language model) - summer 2023,Internship,Entry-level,"['apis', 'icml', 'machine learning', 'iclr', 'emnlp', 'gpu']","['apis', 'icml', 'machine learning', 'iclr', 'emnlp', 'gpu']","research intern (multimodal language model) - summer 2023 Entry-level ['apis', 'icml', 'machine learning', 'iclr', 'emnlp', 'gpu']",research intern multimodal language model summer 2023 entry level apis icml machine learning iclr emnlp gpu
Truelogic Software,sr data engineer (aws) - education technology (id 1451),Full Time,Senior-level,"['data pipelines', 'data analysis', 'data warehouse', 'aws', 'devops', 'engineering']","['data pipelines', 'data analysis', 'data warehouse', 'aws', 'devops', 'engineering']","sr data engineer (aws) - education technology (id 1451) Senior-level ['data pipelines', 'data analysis', 'data warehouse', 'aws', 'devops', 'engineering']",sr data engineer aws education technology id 1451 senior level data pipelines data analysis data warehouse aws devops engineering
Bosch Group,data engineer (m/f/d),Full Time,Senior-level,"['data analytics', 'architecture', 'databricks', 'computer science', 'azure', 'engineering']","['data analytics', 'architecture', 'databricks', 'computer science', 'azure', 'engineering']","data engineer (m/f/d) Senior-level ['data analytics', 'architecture', 'databricks', 'computer science', 'azure', 'engineering']",data engineer m f d senior level data analytics architecture databricks computer science azure engineering
Motius,freelancer (m/f/d) data engineering - join our tech community,Full Time,Senior-level,"['agile', 'data pipelines', 'chatbots', 'architecture', 'big data', 'drones']","['agile', 'data pipelines', 'chatbots', 'architecture', 'big data', 'drones']","freelancer (m/f/d) data engineering - join our tech community Senior-level ['agile', 'data pipelines', 'chatbots', 'architecture', 'big data', 'drones']",freelancer m f d data engineering join our tech community senior level agile data pipelines chatbots architecture big data drones
Amazon.com,"senior business analyst, tax data management solutions",Full Time,Senior-level,"['data management', 'apis', 'excel', 'data visualization', 'engineering', 'economics']","['data management', 'apis', 'excel', 'data visualization', 'engineering', 'economics']","senior business analyst, tax data management solutions Senior-level ['data management', 'apis', 'excel', 'data visualization', 'engineering', 'economics']",senior business analyst tax data management solutions senior level data management apis excel data visualization engineering economics
Databricks,data operations manager,Full Time,No Experience,"['mlflow', 'jira', 'databricks', 'excel', 'dataops', 'engineering']","['mlflow', 'jira', 'databricks', 'excel', 'dataops', 'engineering']","data operations manager No Experience ['mlflow', 'jira', 'databricks', 'excel', 'dataops', 'engineering']",data operations manager no experience mlflow jira databricks excel dataops engineering
FREE NOW,product data analyst (m/f/d) - hamburg,Full Time,Senior-level,"['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']","['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']","product data analyst (m/f/d) - hamburg Senior-level ['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']",product data analyst m f d hamburg senior level qlikview computer science engineering python mathematics economics
Oura Health Ltd,data engineer (san francisco),Full Time,Mid-level,"['data pipelines', 'mathematics', 'aws', 'computer science', 'industrial', 'engineering']","['data pipelines', 'mathematics', 'aws', 'computer science', 'industrial', 'engineering']","data engineer (san francisco) Mid-level ['data pipelines', 'mathematics', 'aws', 'computer science', 'industrial', 'engineering']",data engineer san francisco mid level data pipelines mathematics aws computer science industrial engineering
Cubic Telecom,business intelligence analyst supporting the operations and customer teams,Full Time,No Experience,"['sql', 'excel', 'looker', 'python', 'business intelligence']","['sql', 'excel', 'looker', 'python', 'business intelligence']","business intelligence analyst supporting the operations and customer teams No Experience ['sql', 'excel', 'looker', 'python', 'business intelligence']",business intelligence analyst supporting the operations and customer teams no experience sql excel looker python business intelligence
SCB Tech X Company Limited,data science - data engineer,Full Time,Senior-level,"['agile', 'architecture', 'big data', 'aws', 'azure', 'business intelligence']","['agile', 'architecture', 'big data', 'aws', 'azure', 'business intelligence']","data science - data engineer Senior-level ['agile', 'architecture', 'big data', 'aws', 'azure', 'business intelligence']",data science data engineer senior level agile architecture big data aws azure business intelligence
NielsenIQ,senior engineer (machine learning engineer),Full Time,Senior-level,"['agile', 'aws', 'computer science', 'azure', 'distributed systems', 'business intelligence']","['agile', 'aws', 'computer science', 'azure', 'distributed systems', 'business intelligence']","senior engineer (machine learning engineer) Senior-level ['agile', 'aws', 'computer science', 'azure', 'distributed systems', 'business intelligence']",senior engineer machine learning engineer senior level agile aws computer science azure distributed systems business intelligence
Adtalem Global Education,senior data engineer,Full Time,Senior-level,"['data governance', 'apis', 'bigquery', 'cd', 'computer science', 'ci', 'airflow']","['data governance', 'apis', 'bigquery', 'cd', 'computer science', 'ci', 'airflow']","senior data engineer Senior-level ['data governance', 'apis', 'bigquery', 'cd', 'computer science', 'ci', 'airflow']",senior data engineer senior level data governance apis bigquery cd computer science ci airflow
Wasoko,business intelligence analyst,Full Time,Senior-level,"['agile', 'ecommerce', 'bigquery', 'data visualization', 'data quality', 'business intelligence']","['agile', 'ecommerce', 'bigquery', 'data visualization', 'data quality', 'business intelligence']","business intelligence analyst Senior-level ['agile', 'ecommerce', 'bigquery', 'data visualization', 'data quality', 'business intelligence']",business intelligence analyst senior level agile ecommerce bigquery data visualization data quality business intelligence
Méthode Srl,qlik senior data analyst,Full Time,Senior-level,"['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']","['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']","qlik senior data analyst Senior-level ['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']",qlik senior data analyst senior level qlikview oracle data analysis computer science qlik business intelligence
Nearmap,machine learning engineer,Full Time,Entry-level,"['deep learning', 'architecture', 'big data', 'aws', 'computer science', 'cuda']","['deep learning', 'architecture', 'big data', 'aws', 'computer science', 'cuda']","machine learning engineer Entry-level ['deep learning', 'architecture', 'big data', 'aws', 'computer science', 'cuda']",machine learning engineer entry level deep learning architecture big data aws computer science cuda
AUTO1 Group,junior data engineer (f/m/x),Full Time,Entry-level,"['data pipelines', 'jupyter', 'cx', 'excel', 'git', 'pipelines']","['data pipelines', 'jupyter', 'cx', 'excel', 'git', 'pipelines']","junior data engineer (f/m/x) Entry-level ['data pipelines', 'jupyter', 'cx', 'excel', 'git', 'pipelines']",junior data engineer f m x entry level data pipelines jupyter cx excel git pipelines
Trailmix,marketing data analyst,Full Time,Entry-level,"['kpis', 'research', 'sql', 'market research', 'statistics']","['kpis', 'research', 'sql', 'market research', 'statistics']","marketing data analyst Entry-level ['kpis', 'research', 'sql', 'market research', 'statistics']",marketing data analyst entry level kpis research sql market research statistics
dentsu international,modelling / data science - manager- analytics,Full Time,Senior-level,"['banking', 'cx', 'computer science', 'machine learning', 'data visualization', 'consulting']","['banking', 'cx', 'computer science', 'machine learning', 'data visualization', 'consulting']","modelling / data science - manager- analytics Senior-level ['banking', 'cx', 'computer science', 'machine learning', 'data visualization', 'consulting']",modelling data science manager analytics senior level banking cx computer science machine learning data visualization consulting
Allegro,data analyst (advertising),Full Time,Senior-level,"['ecommerce', 'big data', 'data studio', 'gcp', 'airflow', 'consulting']","['ecommerce', 'big data', 'data studio', 'gcp', 'airflow', 'consulting']","data analyst (advertising) Senior-level ['ecommerce', 'big data', 'data studio', 'gcp', 'airflow', 'consulting']",data analyst advertising senior level ecommerce big data data studio gcp airflow consulting
Silverline,jitterbit data integration architect,Full Time,Senior-level,"['agile', 'apis', 'architecture', 'data warehouse', 'data quality', 'consulting']","['agile', 'apis', 'architecture', 'data warehouse', 'data quality', 'consulting']","jitterbit data integration architect Senior-level ['agile', 'apis', 'architecture', 'data warehouse', 'data quality', 'consulting']",jitterbit data integration architect senior level agile apis architecture data warehouse data quality consulting
GrowUp Farms,lead data engineer,Full Time,Mid-level,"['etl', 'finance', 'architecture', 'machine learning', 'feature engineering', 'engineering']","['etl', 'finance', 'architecture', 'machine learning', 'feature engineering', 'engineering']","lead data engineer Mid-level ['etl', 'finance', 'architecture', 'machine learning', 'feature engineering', 'engineering']",lead data engineer mid level etl finance architecture machine learning feature engineering engineering
Checkout.com,data scientist,Full Time,Senior-level,"['aws', 'computer science', 'azure', 'fintech', 'engineering', 'docker']","['aws', 'computer science', 'azure', 'fintech', 'engineering', 'docker']","data scientist Senior-level ['aws', 'computer science', 'azure', 'fintech', 'engineering', 'docker']",data scientist senior level aws computer science azure fintech engineering docker
ShopriteX,data scientist iii,Full Time,Senior-level,"['agile', 'business analytics', 'deep learning', 'data mining', 'computer science', 'excel']","['agile', 'business analytics', 'deep learning', 'data mining', 'computer science', 'excel']","data scientist iii Senior-level ['agile', 'business analytics', 'deep learning', 'data mining', 'computer science', 'excel']",data scientist iii senior level agile business analytics deep learning data mining computer science excel
Balsam Brands,"manager, data engineering",Full Time,Senior-level,"['data governance', 'architecture', 'data warehouse', 'aws', 'computer science', 'azure']","['data governance', 'architecture', 'data warehouse', 'aws', 'computer science', 'azure']","manager, data engineering Senior-level ['data governance', 'architecture', 'data warehouse', 'aws', 'computer science', 'azure']",manager data engineering senior level data governance architecture data warehouse aws computer science azure
Moloco,"senior data scientist, growth analytics",Full Time,Senior-level,"['data analytics', 'data analysis', 'gcp', 'computer science', 'google cloud', 'engineering']","['data analytics', 'data analysis', 'gcp', 'computer science', 'google cloud', 'engineering']","senior data scientist, growth analytics Senior-level ['data analytics', 'data analysis', 'gcp', 'computer science', 'google cloud', 'engineering']",senior data scientist growth analytics senior level data analytics data analysis gcp computer science google cloud engineering
Viamo,staff / senior machine learning/data engineer,Full Time,Senior-level,"['ansible', 'agile', 'chatbots', 'bitbucket', 'bigquery', 'aws']","['ansible', 'agile', 'chatbots', 'bitbucket', 'bigquery', 'aws']","staff / senior machine learning/data engineer Senior-level ['ansible', 'agile', 'chatbots', 'bitbucket', 'bigquery', 'aws']",staff senior machine learning data engineer senior level ansible agile chatbots bitbucket bigquery aws
SCOUT,senior computer vision engineer,Full Time,Senior-level,"['deep learning', 'architecture', 'computer science', 'computer vision', 'classification', 'engineering']","['deep learning', 'architecture', 'computer science', 'computer vision', 'classification', 'engineering']","senior computer vision engineer Senior-level ['deep learning', 'architecture', 'computer science', 'computer vision', 'classification', 'engineering']",senior computer vision engineer senior level deep learning architecture computer science computer vision classification engineering
Standard Bank Group,"80389998 - engineer, data",Full Time,Entry-level,"['agile', 'data management', 'architecture', 'big data', 'data quality', 'devops']","['agile', 'data management', 'architecture', 'big data', 'data quality', 'devops']","80389998 - engineer, data Entry-level ['agile', 'data management', 'architecture', 'big data', 'data quality', 'devops']",80389998 engineer data entry level agile data management architecture big data data quality devops
Kaizen Analytix,principal data scientist,Full Time,Senior-level,"['agile', 'business analytics', 'data mining', 'computer science', 'econometrics', 'data visualization']","['agile', 'business analytics', 'data mining', 'computer science', 'econometrics', 'data visualization']","principal data scientist Senior-level ['agile', 'business analytics', 'data mining', 'computer science', 'econometrics', 'data visualization']",principal data scientist senior level agile business analytics data mining computer science econometrics data visualization
lastminute.com,growth data analyst,Full Time,Entry-level,"['ecommerce', 'excel', 'python', 'business intelligence', 'mathematics', 'economics']","['ecommerce', 'excel', 'python', 'business intelligence', 'mathematics', 'economics']","growth data analyst Entry-level ['ecommerce', 'excel', 'python', 'business intelligence', 'mathematics', 'economics']",growth data analyst entry level ecommerce excel python business intelligence mathematics economics
Rokt,senior data analyst,Full Time,Mid-level,"['etl', 'b testing', 'ecommerce', 'big data', 'data mining', 'a', 'engineering']","['etl', 'b testing', 'ecommerce', 'big data', 'data mining', 'a', 'engineering']","senior data analyst Mid-level ['etl', 'b testing', 'ecommerce', 'big data', 'data mining', 'a', 'engineering']",senior data analyst mid level etl b testing ecommerce big data data mining a engineering
Xplor,data reporting engineer,Full Time,Senior-level,"['agile', 'data warehousing', 'data analysis', 'computer science', 'business intelligence', 'engineering']","['agile', 'data warehousing', 'data analysis', 'computer science', 'business intelligence', 'engineering']","data reporting engineer Senior-level ['agile', 'data warehousing', 'data analysis', 'computer science', 'business intelligence', 'engineering']",data reporting engineer senior level agile data warehousing data analysis computer science business intelligence engineering
modl.ai,member of technical staff - research (deep learning),Full Time,Senior-level,"['github', 'deep learning', 'architecture', 'git', 'airflow', 'docker']","['github', 'deep learning', 'architecture', 'git', 'airflow', 'docker']","member of technical staff - research (deep learning) Senior-level ['github', 'deep learning', 'architecture', 'git', 'airflow', 'docker']",member of technical staff research deep learning senior level github deep learning architecture git airflow docker
Motius,senior solution architect (m/f/d) - data engineering,Full Time,Senior-level,"['airflow', 'chatbots', 'big data', 'computer science', 'devops', 'engineering']","['airflow', 'chatbots', 'big data', 'computer science', 'devops', 'engineering']","senior solution architect (m/f/d) - data engineering Senior-level ['airflow', 'chatbots', 'big data', 'computer science', 'devops', 'engineering']",senior solution architect m f d data engineering senior level airflow chatbots big data computer science devops engineering
Celonis,software engineer - machine learning,Full Time,Senior-level,"['apis', 'cx', 'data mining', 'computer science', 'computer vision', 'business intelligence']","['apis', 'cx', 'data mining', 'computer science', 'computer vision', 'business intelligence']","software engineer - machine learning Senior-level ['apis', 'cx', 'data mining', 'computer science', 'computer vision', 'business intelligence']",software engineer machine learning senior level apis cx data mining computer science computer vision business intelligence
SGS,master or phd biomedical sciences - data manager clinical trials,Full Time,Entry-level,"['testing', 'phd']","['testing', 'phd']","master or phd biomedical sciences - data manager clinical trials Entry-level ['testing', 'phd']",master or phd biomedical sciences data manager clinical trials entry level testing phd
CD PROJEKT RED,analytics engineer,Full Time,No Experience,"['agile', 'bigquery', 'cd', 'looker', 'ci', 'airflow', 'engineering']","['agile', 'bigquery', 'cd', 'looker', 'ci', 'airflow', 'engineering']","analytics engineer No Experience ['agile', 'bigquery', 'cd', 'looker', 'ci', 'airflow', 'engineering']",analytics engineer no experience agile bigquery cd looker ci airflow engineering
ServiceNow,staff devops engineer - big data - federal,Full Time,Senior-level,"['ansible', 'data analytics', 'big data', 'cd', 'aws', 'azure', 'ci']","['ansible', 'data analytics', 'big data', 'cd', 'aws', 'azure', 'ci']","staff devops engineer - big data - federal Senior-level ['ansible', 'data analytics', 'big data', 'cd', 'aws', 'azure', 'ci']",staff devops engineer big data federal senior level ansible data analytics big data cd aws azure ci
HRL Laboratories,reinforcement learning simulation software engineer intern,Internship,Entry-level,"['cmake', 'openai', 'computer science', 'machine learning', 'linux', 'engineering']","['cmake', 'openai', 'computer science', 'machine learning', 'linux', 'engineering']","reinforcement learning simulation software engineer intern Entry-level ['cmake', 'openai', 'computer science', 'machine learning', 'linux', 'engineering']",reinforcement learning simulation software engineer intern entry level cmake openai computer science machine learning linux engineering
Farfetch,data infrastructure product manager,Full Time,Senior-level,"['agile', 'research', 'security', 'engineering']","['agile', 'research', 'security', 'engineering']","data infrastructure product manager Senior-level ['agile', 'research', 'security', 'engineering']",data infrastructure product manager senior level agile research security engineering
Janes,research analyst i,Full Time,Mid-level,"['finance', 'research', 'machine learning', 'economics']","['finance', 'research', 'machine learning', 'economics']","research analyst i Mid-level ['finance', 'research', 'machine learning', 'economics']",research analyst i mid level finance research machine learning economics
Méthode Srl,qlik senior data analyst (full remote),Full Time,Senior-level,"['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']","['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']","qlik senior data analyst (full remote) Senior-level ['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']",qlik senior data analyst full remote senior level qlikview oracle data analysis computer science qlik business intelligence
NielsenIQ,senior engineer (data engineer),Full Time,Senior-level,"['agile', 'bitbucket', 'apis', 'architecture', 'azure', 'business intelligence']","['agile', 'bitbucket', 'apis', 'architecture', 'azure', 'business intelligence']","senior engineer (data engineer) Senior-level ['agile', 'bitbucket', 'apis', 'architecture', 'azure', 'business intelligence']",senior engineer data engineer senior level agile bitbucket apis architecture azure business intelligence
Level AI,"machine learning engineer - nlp (remote, us)",Full Time,Senior-level,"['deep learning', 'computer science', 'machine learning', 'nlp', 'classification', 'mathematics']","['deep learning', 'computer science', 'machine learning', 'nlp', 'classification', 'mathematics']","machine learning engineer - nlp (remote, us) Senior-level ['deep learning', 'computer science', 'machine learning', 'nlp', 'classification', 'mathematics']",machine learning engineer nlp remote us senior level deep learning computer science machine learning nlp classification mathematics
Méthode Srl,sap senior data analyst (full remote),Full Time,Senior-level,"['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']","['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']","sap senior data analyst (full remote) Senior-level ['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']",sap senior data analyst full remote senior level oracle data analysis sql computer science business intelligence
Whatnot,senior data scientist,Full Time,Senior-level,"['data analysis', 'data analytics', 'bigquery', 'big data', 'athena', 'business intelligence']","['data analysis', 'data analytics', 'bigquery', 'big data', 'athena', 'business intelligence']","senior data scientist Senior-level ['data analysis', 'data analytics', 'bigquery', 'big data', 'athena', 'business intelligence']",senior data scientist senior level data analysis data analytics bigquery big data athena business intelligence
Ivy,ml engineer intern,Full Time,Entry-level,"['jax', 'mxnet', 'machine learning', 'fastai', 'python', 'numpy']","['jax', 'mxnet', 'machine learning', 'fastai', 'python', 'numpy']","ml engineer intern Entry-level ['jax', 'mxnet', 'machine learning', 'fastai', 'python', 'numpy']",ml engineer intern entry level jax mxnet machine learning fastai python numpy
Méthode Srl,data scientist,Full Time,Mid-level,"['clustering', 'computer science', 'excel', 'classification', 'business intelligence', 'engineering']","['clustering', 'computer science', 'excel', 'classification', 'business intelligence', 'engineering']","data scientist Mid-level ['clustering', 'computer science', 'excel', 'classification', 'business intelligence', 'engineering']",data scientist mid level clustering computer science excel classification business intelligence engineering
Roosh,unreal engine 3d developer (zibra ai),Full Time,No Experience,"['research', 'content creation']","['research', 'content creation']","unreal engine 3d developer (zibra ai) No Experience ['research', 'content creation']",unreal engine 3d developer zibra ai no experience research content creation
Precision Medicine Group,data management specialist,Full Time,Mid-level,"['data governance', 'kpis', 'data management', 'privacy']","['data governance', 'kpis', 'data management', 'privacy']","data management specialist Mid-level ['data governance', 'kpis', 'data management', 'privacy']",data management specialist mid level data governance kpis data management privacy
Trailmix,senior game data analyst,Full Time,Senior-level,"['kpis', 'data analysis', 'sql', 'looker', 'python', 'r']","['kpis', 'data analysis', 'sql', 'looker', 'python', 'r']","senior game data analyst Senior-level ['kpis', 'data analysis', 'sql', 'looker', 'python', 'r']",senior game data analyst senior level kpis data analysis sql looker python r
Méthode Srl,qlik data analyst,Full Time,No Experience,"['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']","['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']","qlik data analyst No Experience ['qlikview', 'oracle', 'data analysis', 'computer science', 'qlik', 'business intelligence']",qlik data analyst no experience qlikview oracle data analysis computer science qlik business intelligence
Natera,"associate director, laboratory data management and programming",Full Time,Mid-level,"['power bi', 'data management', 'genetics', 'excel', 'data visualization', 'privacy']","['power bi', 'data management', 'genetics', 'excel', 'data visualization', 'privacy']","associate director, laboratory data management and programming Mid-level ['power bi', 'data management', 'genetics', 'excel', 'data visualization', 'privacy']",associate director laboratory data management and programming mid level power bi data management genetics excel data visualization privacy
Uniphore,enterprise data architect,Full Time,Senior-level,"['data management', 'banking', 'architecture', 'conversational ai', 'computer science', 'azure']","['data management', 'banking', 'architecture', 'conversational ai', 'computer science', 'azure']","enterprise data architect Senior-level ['data management', 'banking', 'architecture', 'conversational ai', 'computer science', 'azure']",enterprise data architect senior level data management banking architecture conversational ai computer science azure
Méthode Srl,sap data engineer,Full Time,Mid-level,"['etl', 'oracle', 'ms sql', 'data analysis', 'computer science', 'business intelligence']","['etl', 'oracle', 'ms sql', 'data analysis', 'computer science', 'business intelligence']","sap data engineer Mid-level ['etl', 'oracle', 'ms sql', 'data analysis', 'computer science', 'business intelligence']",sap data engineer mid level etl oracle ms sql data analysis computer science business intelligence
Recursion,machine learning internmulti-modal models,Internship,Entry-level,"['biology', 'generative modeling', 'deep learning', 'horovod', 'computer science', 'drug discovery']","['biology', 'generative modeling', 'deep learning', 'horovod', 'computer science', 'drug discovery']","machine learning internmulti-modal models Entry-level ['biology', 'generative modeling', 'deep learning', 'horovod', 'computer science', 'drug discovery']",machine learning internmulti modal models entry level biology generative modeling deep learning horovod computer science drug discovery
Deutsche Telekom IT Solutions,data engineer,Full Time,Entry-level,"['agile', 'data analysis', 'data analytics', 'cd', 'cx', 'computer science', 'ci']","['agile', 'data analysis', 'data analytics', 'cd', 'cx', 'computer science', 'ci']","data engineer Entry-level ['agile', 'data analysis', 'data analytics', 'cd', 'cx', 'computer science', 'ci']",data engineer entry level agile data analysis data analytics cd cx computer science ci
Vianai Systems,data scientist - germany,Full Time,Senior-level,"['agile', 'deep learning', 'data mining', 'data warehouse', 'computer science', 'business intelligence']","['agile', 'deep learning', 'data mining', 'data warehouse', 'computer science', 'business intelligence']","data scientist - germany Senior-level ['agile', 'deep learning', 'data mining', 'data warehouse', 'computer science', 'business intelligence']",data scientist germany senior level agile deep learning data mining data warehouse computer science business intelligence
lastminute.com,ab-testing data analyst,Full Time,Entry-level,"['kpis', 'ecommerce', 'excel', 'machine learning', 'business intelligence', 'engineering']","['kpis', 'ecommerce', 'excel', 'machine learning', 'business intelligence', 'engineering']","ab-testing data analyst Entry-level ['kpis', 'ecommerce', 'excel', 'machine learning', 'business intelligence', 'engineering']",ab testing data analyst entry level kpis ecommerce excel machine learning business intelligence engineering
PlayStation Global,sr machine learning engineer,Full Time,Senior-level,"['b testing', 'agile', 'architecture', 'big data', 'databricks', 'aws', 'a']","['b testing', 'agile', 'architecture', 'big data', 'databricks', 'aws', 'a']","sr machine learning engineer Senior-level ['b testing', 'agile', 'architecture', 'big data', 'databricks', 'aws', 'a']",sr machine learning engineer senior level b testing agile architecture big data databricks aws a
Publicis Groupe,business intelligence developer 2,Full Time,Senior-level,"['oracle', 'redshift', 'architecture', 'sql', 'privacy', 'business intelligence']","['oracle', 'redshift', 'architecture', 'sql', 'privacy', 'business intelligence']","business intelligence developer 2 Senior-level ['oracle', 'redshift', 'architecture', 'sql', 'privacy', 'business intelligence']",business intelligence developer 2 senior level oracle redshift architecture sql privacy business intelligence
METRO/MAKRO,expert/data analyst (m/f/d) customer relationship management (crm),Full Time,Senior-level,"['power bi', 'data management', 'data analysis', 'excel', 'privacy', 'predictive modeling']","['power bi', 'data management', 'data analysis', 'excel', 'privacy', 'predictive modeling']","expert/data analyst (m/f/d) customer relationship management (crm) Senior-level ['power bi', 'data management', 'data analysis', 'excel', 'privacy', 'predictive modeling']",expert data analyst m f d customer relationship management crm senior level power bi data management data analysis excel privacy predictive modeling
MongoDB,"senior engineer, database tools and replicator",Full Time,Senior-level,"['genetics', 'industrial', 'data management', 'mongodb']","['genetics', 'industrial', 'data management', 'mongodb']","senior engineer, database tools and replicator Senior-level ['genetics', 'industrial', 'data management', 'mongodb']",senior engineer database tools and replicator senior level genetics industrial data management mongodb
FREE NOW,product data analyst (m/f/d) - barcelona,Full Time,Senior-level,"['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']","['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']","product data analyst (m/f/d) - barcelona Senior-level ['qlikview', 'computer science', 'engineering', 'python', 'mathematics', 'economics']",product data analyst m f d barcelona senior level qlikview computer science engineering python mathematics economics
Méthode Srl,microsoft senior data analyst,Full Time,Senior-level,"['etl', 'data management', 'data analysis', 'computer science', 'azure', 'business intelligence']","['etl', 'data management', 'data analysis', 'computer science', 'azure', 'business intelligence']","microsoft senior data analyst Senior-level ['etl', 'data management', 'data analysis', 'computer science', 'azure', 'business intelligence']",microsoft senior data analyst senior level etl data management data analysis computer science azure business intelligence
SCB Tech X Company Limited,data scientist,Full Time,No Experience,"['big data', 'cd', 'aws', 'computer science', 'azure', 'ci', 'business intelligence']","['big data', 'cd', 'aws', 'computer science', 'azure', 'ci', 'business intelligence']","data scientist No Experience ['big data', 'cd', 'aws', 'computer science', 'azure', 'ci', 'business intelligence']",data scientist no experience big data cd aws computer science azure ci business intelligence
Méthode Srl,sap senior data analyst,Full Time,Senior-level,"['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']","['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']","sap senior data analyst Senior-level ['oracle', 'data analysis', 'sql', 'computer science', 'business intelligence']",sap senior data analyst senior level oracle data analysis sql computer science business intelligence
ShopriteX,digital commerce senior supply chain data scientist (sixty60),Full Time,Senior-level,"['agile', 'business analytics', 'ecommerce', 'data mining', 'computer science', 'data visualization']","['agile', 'business analytics', 'ecommerce', 'data mining', 'computer science', 'data visualization']","digital commerce senior supply chain data scientist (sixty60) Senior-level ['agile', 'business analytics', 'ecommerce', 'data mining', 'computer science', 'data visualization']",digital commerce senior supply chain data scientist sixty60 senior level agile business analytics ecommerce data mining computer science data visualization
Samsara,data engineer,Full Time,Senior-level,"['agile', 'data pipelines', 'architecture', 'databricks', 'bigquery', 'cx']","['agile', 'data pipelines', 'architecture', 'databricks', 'bigquery', 'cx']","data engineer Senior-level ['agile', 'data pipelines', 'architecture', 'databricks', 'bigquery', 'cx']",data engineer senior level agile data pipelines architecture databricks bigquery cx
ShopriteX,data analyst (jnr / mid / snr or lead),Full Time,Mid-level,"['agile', 'clustering', 'big data', 'aws', 'computer science', 'business intelligence']","['agile', 'clustering', 'big data', 'aws', 'computer science', 'business intelligence']","data analyst (jnr / mid / snr or lead) Mid-level ['agile', 'clustering', 'big data', 'aws', 'computer science', 'business intelligence']",data analyst jnr mid snr or lead mid level agile clustering big data aws computer science business intelligence
Méthode Srl,sap senior data engineer,Full Time,Senior-level,"['etl', 'oracle', 'ms sql', 'data analysis', 'computer science', 'business intelligence']","['etl', 'oracle', 'ms sql', 'data analysis', 'computer science', 'business intelligence']","sap senior data engineer Senior-level ['etl', 'oracle', 'ms sql', 'data analysis', 'computer science', 'business intelligence']",sap senior data engineer senior level etl oracle ms sql data analysis computer science business intelligence
