company,job_title,job_type,experience_level,skills
Excelity,data engineer (req id 2331),Full Time,Mid-level,"['data warehousing', 'elasticsearch', 'apis', 'aws', 'azure', 'engineering']"
Gameloft,data engineer,Full Time,No Experience,"['agile', 'apis', 'cd', 'aws', 'computer science', 'ci', 'airflow']"
SpaceX,"sr software engineer, data (starshield)",Full Time,Senior-level,"['etl', 'flink', 'clustering', 'data analytics', 'computer science', 'engineering']"
Baltic Amadeus,data engineer,Full Time,Senior-level,"['databricks', 'azure', 'spark', 'python', 'business intelligence', 'r']"
Talan,developer - big data,Full Time,No Experience,"['github', 'gitlab', 'apis', 'big data', 'blockchain', 'docker']"
CyberCube,data engineer,Full Time,Senior-level,"['architecture', 'big data', 'aws', 'computer science', 'data quality', 'airflow']"
Clarifai Inc.,"senior software engineer, machine learning infrastructure",Full Time,Senior-level,"['etl', 'deep learning', 'elt', 'computer vision', 'classification', 'core ml']"
Topaz Labs,"senior software engineer, ai / core optimization",Full Time,Senior-level,"['coreml', 'deep learning', 'apis', 'cx', 'engineering', 'gpu']"
Spreedly,analytics engineer,Full Time,Senior-level,"['data analytics', 'architecture', 'data analysis', 'big data', 'data quality', 'business intelligence']"
Qualtrics,data quality analyst,Full Time,Entry-level,"['finance', 'apis', 'data analytics', 'data quality', 'python', 'r']"
DuckDuckGo,"senior backend engineer, ai (remote)",Full Time,Senior-level,"['genetics', 'perl', 'machine learning', 'ml models', 'privacy', 'engineering']"
Silverbird,data engineer with web scraping expertise,Full Time,Mid-level,"['data warehousing', 'apis', 'architecture', 'bigquery', 'data quality', 'airflow']"
Publicis Groupe,procurement global data analyst,Full Time,Entry-level,"['kpis', 'excel', 'business intelligence', 'data analysis']"
Tavus,machine learning engineer,Full Time,Mid-level,"['llms', 'rd', 'testing', 'machine learning', 'ml models', 'r']"
PlayStation Global,machine learning engineer ii,Full Time,No Experience,"['b testing', 'agile', 'architecture', 'big data', 'databricks', 'aws', 'a']"
Kooth,senior data scientist - nlp,Full Time,Senior-level,"['b testing', 'agile', 'bert', 'architecture', 'aws', 'azure', 'a']"
Nansen,staff data engineer,Full Time,Senior-level,"['airflow', 'data analytics', 'bigquery', 'computer science', 'crypto', 'blockchain']"
Spruce,data scientist,Full Time,No Experience,"['sql', 'machine learning', 'tdd', 'python', 'statistics', 'engineering']"
Cohesity,smts - ml engineer,Full Time,Senior-level,"['data management', 'architecture', 'computer science', 'machine learning', 'phd', 'distributed systems']"
Block,"data scientist lead, square f&s",Full Time,Senior-level,"['banking', 'clustering', 'finance', 'data warehouse', 'crypto', 'blockchain']"
iwoca,data scientist (data analyst),Full Time,Mid-level,"['matlab', 'physics', 'machine learning', 'numpy', 'pandas', 'engineering']"
Kooth,senior data scientist - personalisation,Full Time,Senior-level,"['b testing', 'agile', 'bert', 'architecture', 'aws', 'azure', 'a']"
Eurofins,data management supervisor,Full Time,Entry-level,"['research', 'data management', 'testing', 'excel', 'r', 'sharepoint']"
Arize AI,machine learning sales engineer,Full Time,Senior-level,"['deep learning', 'aws', 'azure', 'engineering', 'drones', 'consulting']"
BEON.tech,data analyst for an industry-leading management software for private practices,Full Time,Senior-level,"['etl', 'agile', 'data analysis', 'kanban', 'crypto', 'engineering']"
NotCo,machine learning manager,Full Time,Senior-level,"['data warehousing', 'deep learning', 'computer science', 'engineering', 'bayesian', 'docker']"
Believe,"director, data analytics and insights",Full Time,Executive-level,"['architecture', 'data analysis', 'data analytics', 'cx', 'aws', 'computer science']"
NiSUS Technologies,ic19ds1 - associate data scientist - cleared,Full Time,Mid-level,"['mathematics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']"
Addepar,sr data analyst - product analytics,Full Time,Senior-level,"['power bi', 'data analytics', 'looker', 'fintech', 'python', 'engineering']"
Experian,data modeller,Full Time,Entry-level,"['banking', 'data analysis', 'big data', 'physics', 'mathematics', 'economics']"
Alarm.com,senior linux software engineer robotics,Full Time,Senior-level,"['agile', 'architecture', 'computer science', 'azure', 'engineering', 'docker']"
TAL,bi solution designer,Full Time,Entry-level,"['etl', 'agile', 'architecture', 'azure', 'data quality', 'business intelligence']"
Lely,internship robotics integrating new sensors to improve localization,Internship,Entry-level,"['testing', 'robotics', 'slam', 'python', 'engineering']"
Unqork,data analyst,Full Time,Senior-level,"['kpis', 'architecture', 'hadoop', 'mongodb', 'engineering', 'mathematics']"
Sylvera,data analyst - (ratings ops),Full Time,Senior-level,"['data pipelines', 'finance', 'javascript', 'excel', 'looker', 'pipelines']"
Lely,internship robotics exploring different vision technologies,Internship,Entry-level,"['python', 'robotics', 'engineering', 'slam']"
BEON.tech,data engineer for an industry-leading management software for private practices,Full Time,Senior-level,"['apis', 'architecture', 'big data', 'athena', 'aws', 'airflow']"
SoundCloud,senior data scientist- search and recommendation,Full Time,Senior-level,"['sql', 'data warehouse', 'computer science', 'machine learning', 'engineering', 'mathematics']"
Supernal,"systems integration engineer, aircraft components",Full Time,Senior-level,"['robotics', 'research', 'cad', 'engineering']"
Publicis Groupe,big data engineer,Full Time,Senior-level,"['cassandra', 'architecture', 'big data', 'aws', 'computer science', 'airflow']"
Etsy,engineer i (mlops),Full Time,No Experience,"['databricks', 'gcp', 'ecs', 'aws', 'airflow', 'engineering']"
The Fork,senior data engineer,Full Time,Senior-level,"['agile', 'architecture', 'bigquery', 'cd', 'aws', 'ci', 'airflow']"
NiSUS Technologies,ic21d3 - sr data scientist - cleared,Full Time,Mid-level,"['mathematics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']"
"8x8, Inc.",business intelligence developer,Full Time,Senior-level,"['agile', 'data governance', 'cx', 'aws', 'computer science', 'business intelligence']"
Seamless.AI,senior data engineer - remote us,Full Time,Senior-level,"['data pipelines', 'azure', 'aws', 'computer science', 'data quality', 'engineering']"
Brainlab,project manager - software development for surgical data science,Full Time,Senior-level,"['agile', 'data analytics', 'data analysis', 'big data', 'computer science', 'engineering']"
Zscaler,"senior software engineer - java, bigdata, distributed, spark / kafka, nosql",Full Time,Senior-level,"['apis', 'architecture', 'big data', 'computer science', 'aws', 'engineering']"
dentsu international,data engineer,Full Time,Senior-level,"['agile', 'engineering', 'cd', 'aws', 'ci', 'airflow', 'elt']"
Confused.com,senior bi analyst,Full Time,Mid-level,"['agile', 'databricks', 'big data', 'cx', 'azure', 'engineering']"
Foundry,"lead research engineer, machine learning",Full Time,Mid-level,"['agile', 'computer science', 'kanban', 'linux', 'computer vision', 'engineering']"
Tessian,data scientist,Full Time,Senior-level,"['ecommerce', 'machine learning', 'ml models', 'privacy', 'nlp', 'engineering']"
Block,"data scientist, commerce platform - inventory",Full Time,Senior-level,"['banking', 'clustering', 'data strategy', 'architecture', 'crypto', 'blockchain']"
Liquid Advertising,junior data analyst,Full Time,Entry-level,"['flask', 'research', 'javascript', 'excel', 'python', 'r']"
Motional,senior machine learning engineer radar camera fusion,Full Time,Senior-level,"['lidar', 'deep learning', 'architecture', 'computer science', 'cuda', 'engineering']"
Palo Alto Networks,senior machine learning engineer (dlp),Full Time,Senior-level,"['deep learning', 'aws', 'computer science', 'computer vision', 'engineering', 'docker']"
Bosch Group,business/data analyst intern (graduate student),Internship,Entry-level,"['power bi', 'finance', 'robotics', 'engineering', 'mathematics', 'economics']"
Verily,"research engineer, medical nlp/llms",Full Time,Senior-level,"['deep learning', 'llms', 'computer science', 'phd', 'nlp', 'model training']"
Riverside Research,data scientist (ts/sci clearance),Full Time,No Experience,"['agile', 'data governance', 'data analytics', 'architecture', 'big data', 'data mining']"
TripAdvisor,senior marketing data analyst,Full Time,Senior-level,"['b testing', 'amplitude', 'data analysis', 'data mining', 'computer science', 'a', 'business intelligence']"
NiSUS Technologies,ic22dsp - principal data scientist - cleared,Full Time,Mid-level,"['mathematics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']"
Block,"staff data scientist, cashapp compliance engineering & technology",Full Time,Senior-level,"['business analytics', 'banking', 'computer science', 'crypto', 'data visualization', 'blockchain']"
Bosch Group,phd in radar deep learning perception,Full Time,Entry-level,"['deep learning', 'autonomous driving', 'architecture', 'computer science', 'machine learning', 'mathematics']"
Experian,executive data manager (vaga afirmativa para mulheres),Full Time,Executive-level,"['apis', 'aws', 'spark', 'python', 'airflow', 'scala']"
Flywheel Exchange,machine learning solutions engineer,Full Time,No Experience,"['data management', 'deep learning', 'aws', 'azure', 'engineering', 'docker']"
Databricks,senior or staff software engineer - large language models,Full Time,Senior-level,"['architecture', 'databricks', 'computer science', 'excel', 'feature engineering', 'engineering']"
Deezer,data engineer - data platform m/f/d,Full Time,Senior-level,"['ansible', 'data pipelines', 'architecture', 'big data', 'cd', 'ci', 'dataops']"
Publicis Groupe,"director, creative media operations (data engineer)",Full Time,Executive-level,"['json', 'apis', 'javascript', 'xml', 'content creation']"
ZipRecruiter,data science manager,Full Time,Senior-level,"['genetics', 'big data', 'machine learning', 'privacy', 'nlp', 'engineering']"
Version 1,head of data - digital & cloud,Full Time,Executive-level,"['architecture', 'aws', 'azure', 'elt', 'devops', 'consulting']"
AlphaSights,legal and compliance data analyst,Full Time,Entry-level,"['data management', 'data analytics', 'data analysis', 'computer science', 'excel', 'engineering']"
Airbnb,"senior staff data scientist - inference, marketing technology",Full Time,Senior-level,"['causal inference', 'llms', 'machine learning', 'phd', 'bayesian', 'economics']"
Riverside Research,senior data scientist (ts/sci clearance),Full Time,Senior-level,"['agile', 'data governance', 'data analytics', 'architecture', 'big data', 'data mining']"
Quizlet,"sr machine learning engineer, content discovery",Full Time,Senior-level,"['elasticsearch', 'deep learning', 'llms', 'gcp', 'bigquery', 'airflow']"
Verisk,data scientist,Full Time,Senior-level,"['deep learning', 'aws', 'machine learning', 'lambda', 'ec2', 'mathematics']"
Palo Alto Networks,attack surface data analyst (xpanse),Full Time,Senior-level,"['research', 'security', 'excel', 'engineering', 'statistics', 'mathematics']"
Visa,sr data scientist,Full Time,Senior-level,"['clustering', 'data analytics', 'big data', 'data mining', 'computer science', 'consulting']"
Ava Labs,"senior data engineer, finance",Full Time,Senior-level,"['data pipelines', 'architecture', 'big data', 'computer science', 'crypto', 'blockchain']"
2U,data engineer iii,Full Time,Senior-level,"['data warehousing', 'data pipelines', 'kubernetes', 'data warehouse', 'aws', 'engineering']"
Riverside Research,geoint data scientist,Full Time,Senior-level,"['nonprofit', 'research', 'physics', 'computer science', 'engineering', 'mathematics']"
"Everly Health, Inc.",data analytics lead,Full Time,Senior-level,"['clustering', 'ecommerce', 'data analytics', 'data analysis', 'cx', 'looker']"
AUTO1 Group,(junior) data analyst (f/m/x),Full Time,Entry-level,"['github', 'data analytics', 'computer science', 'excel', 'data visualization', 'engineering']"
Visa,"data scientist, sr consultant - cybersecurity ai research & products",Full Time,Senior-level,"['deep learning', 'clustering', 'cassandra', 'data mining', 'aws', 'azure']"
BEON.tech,data infrastructure engineer for a management software for private practices,Full Time,Senior-level,"['ansible', 'data pipelines', 'aws', 'crypto', 'devops', 'docker']"
Arize AI,"product manager, ai/ml",Full Time,No Experience,"['research', 'apis', 'machine learning', 'ml models', 'engineering']"
Applied Physics,machine learning specialist,Full Time,No Experience,"['caffe', 'deep learning', 'data analysis', 'computer science', 'engineering', 'bayesian']"
Palo Alto Networks,principal software engineer (ai/ml),Full Time,Senior-level,"['deep learning', 'data analytics', 'langchain', 'golang', 'computer science', 'engineering']"
Spree3D,research scientist,Full Time,No Experience,"['deep learning', 'neurips', 'gans', 'computer science', 'machine learning', 'engineering']"
Aiimi Ltd,mid-level data engineer,Full Time,Mid-level,"['data quality', 'data pipelines', 'architecture', 'databricks', 'azure', 'consulting']"
Lely,stage robotics exploring different vision technologies (meewerk/afstudeer),Full Time,Entry-level,"['python', 'robotics', 'engineering', 'slam']"
TripAdvisor,machine learning engineer ii (user modelling & targeting),Full Time,Senior-level,"['kubernetes', 'big data', 'aws', 'computer science', 'machine learning', 'engineering']"
Plantix,data analyst intern,Internship,Entry-level,"['research', 'data analytics', 'data analysis', 'computer science', 'excel', 'mathematics']"
NiSUS Technologies,ic20ds2 - mid level data scientist - cleared,Full Time,Mid-level,"['mathematics', 'data analysis', 'data mining', 'computer science', 'machine learning', 'engineering']"
Coinbase,data analyst,Full Time,Senior-level,"['finance', 'cx', 'aws', 'crypto', 'data visualization', 'looker']"
Tiger Analytics,master data management analyst,Full Time,Mid-level,"['etl', 'agile', 'data management', 'machine learning', 'consulting firm', 'consulting']"
"8x8, Inc.",business intelligence engineer - india,Full Time,Senior-level,"['agile', 'data governance', 'cx', 'aws', 'computer science', 'business intelligence']"
Locus Robotics,"senior robotics software engineer, research and development (remote in us or canada)",Full Time,Senior-level,"['research', 'apis', 'ecommerce', 'architecture', 'computer science', 'api development']"
Peloton,senior data analyst,Full Time,Senior-level,"['pipelines', 'data analytics', 'looker', 'python', 'business intelligence', 'consulting']"
VavaCars,senior data analyst,Full Time,Mid-level,"['finance', 'data analytics', 'data analysis', 'data warehouse', 'business intelligence', 'economics']"
Seamless.AI,lead data engineer - remote us,Full Time,Senior-level,"['data pipelines', 'azure', 'aws', 'computer science', 'data quality', 'engineering']"
Peloton,data analyst,Full Time,Senior-level,"['pipelines', 'data analytics', 'looker', 'python', 'business intelligence', 'consulting']"
TripAdvisor,"director of data platform, data engineering",Full Time,Executive-level,"['apis', 'architecture', 'big data', 'aws', 'airflow', 'consulting']"
Zappi,data scientist,Full Time,Mid-level,"['apis', 'cd', 'data mining', 'aws', 'ci', 'computer vision', 'engineering']"
Integrated Projects,applied machine learning researcher,Full Time,Mid-level,"['apis', 'architecture', 'computer science', 'aws', 'ec2', 'classification']"
Scale AI,business data analyst,Full Time,Senior-level,"['business analytics', 'finance', 'data analytics', 'machine learning', 'python', 'engineering']"
Together,financial amendments data analyst,Full Time,Entry-level,"['excel', 'testing', 'finance']"
Wisk Aero,data analytics and reporting engineer,Full Time,Senior-level,"['data governance', 'data analytics', 'data analysis', 'computer science', 'data visualization', 'data quality']"
Cority,data integration specialist,Full Time,Mid-level,"['apis', 'computer science', 'aws', 'javascript', 'azure', 'git']"
Flink,data analyst/manager - last mile planning (m/f/d),Full Time,Senior-level,"['flink', 'finance', 'excel', 'machine learning', 'consulting', 'economics']"
SIXT,data scientist ii,Full Time,Senior-level,"['data analytics', 'architecture', 'cx', 'machine learning', 'devops', 'engineering']"
Hadrian,robotics engineer,Full Time,Senior-level,"['apis', 'cad', 'industrial', 'machine learning', 'computer vision', 'engineering']"
TripAdvisor,senior data engineer,Full Time,Senior-level,"['agile', 'architecture', 'bigquery', 'cd', 'aws', 'ci', 'airflow']"
Dun & Bradstreet,bigdata tester ii (r-14443),Full Time,Senior-level,"['agile', 'big data', 'cd', 'gcp', 'aws', 'ci', 'engineering']"
Foundry,"senior research engineer, machine learning",Full Time,Senior-level,"['agile', 'computer science', 'kanban', 'linux', 'computer vision', 'engineering']"
Locus Robotics,"staff engineer, robotics controls (research & development, hybrid- nashua, nh)",Full Time,Senior-level,"['ecommerce', 'architecture', 'rd', 'computer science', 'machine learning', 'engineering']"
Spotify,analytics engineer - ads business insights,Full Time,No Experience,"['etl', 'data pipelines', 'apis', 'bigquery', 'data quality', 'elt']"
ArchiPro,senior data analyst,Full Time,Mid-level,"['agile', 'data warehousing', 'data analysis', 'data warehouse', 'aws', 'devops']"
6point6,data analyst - london,Full Time,No Experience,"['etl', 'agile', 'architecture', 'data analysis', 'big data', 'engineering']"
Wyetech,data engineer - 14072,Full Time,No Experience,"['elasticsearch', 'data analytics', 'big data', 'aws', 'excel', 'dataflow']"
Nextdoor,senior/staff machine learning engineer - ads,Full Time,Senior-level,"['biology', 'computer science', 'machine learning', 'ml models', 'engineering', 'mathematics']"
Jama Software,analytics engineer,Full Time,Senior-level,"['data governance', 'data pipelines', 'bigquery', 'data warehouse', 'data visualization', 'airflow']"
Publicis Groupe,data product owner,Full Time,Mid-level,"['agile', 'data governance', 'architecture', 'cx', 'azure', 'consulting']"
"EMW, Inc.",c002854 it data analyst - sme/architect (ns) - fri 26 may,Full Time,Senior-level,"['security', 'engineering']"
Dexterity,robotics engineer - tech lead,Full Time,Senior-level,"['architecture', 'data analysis', 'computer science', 'machine learning', 'computer vision', 'engineering']"
DeepMind,"research scientist, safe, reliable & trustworthy ai",Full Time,Senior-level,"['deep learning', 'jax', 'architecture', 'industrial', 'computer vision', 'engineering']"
Imagen Technologies,data analyst,Full Time,Entry-level,"['genetics', 'python', 'git', 'business intelligence', 'pandas', 'engineering']"
Varsity Tutors,senior data analyst - argentina,Full Time,Senior-level,"['b testing', 'architecture', 'cd', 'aws', 'ci', 'computer science', 'a', 'economics']"
Cover Genius,data scientist,Full Time,No Experience,"['b testing', 'deep learning', 'llms', 'computer science', 'a', 'devops', 'engineering']"
Experian,junior bi analyst,Full Time,Entry-level,"['agile', 'power bi', 'tableau', 'sql', 'credit risk']"
Qcells,sales data analyst,Full Time,Mid-level,"['excel', 'industrial', 'economics']"
Mapbox,senior data engineer,Full Time,Senior-level,"['data pipelines', 'apis', 'data analysis', 'cd', 'athena', 'aws', 'ci']"
Terrascope,carbon data analyst,Full Time,Mid-level,"['unstructured data', 'security', 'big data', 'sql', 'excel', 'engineering']"
Atomwise,"senior machine learning scientist, ml research",Full Time,Senior-level,"['biology', 'generative modeling', 'deep learning', 'computer science', 'drug discovery', 'chemistry']"
Verily,"software engineer, data ingestion",Full Time,Senior-level,"['etl', 'aws', 'computer science', 'azure', 'engineering', 'docker']"
Experian,assistant analytics engineer,Full Time,Entry-level,"['etl', 'banking', 'data analytics', 'data analysis', 'mathematics', 'economics']"
Sword,environmental and sustainability data manager,Full Time,Mid-level,"['agile', 'data governance', 'data quality', 'data management', 'azure', 'consulting']"
Atomwise,"senior machine learning scientist, cheminformatics",Full Time,Senior-level,"['deep learning', 'gcp', 'aws', 'computer science', 'machine learning', 'drug discovery']"
Shield,senior machine learning engineer (risk),Full Time,Mid-level,"['ecommerce', 'architecture', 'credit risk', 'computer science', 'machine learning', 'mysql']"
JDSAT,data scientist,Full Time,Mid-level,"['business analytics', 'data analysis', 'computer science', 'excel', 'data visualization', 'economics']"
ComplyAdvantage,director of data science,Full Time,Executive-level,"['unstructured data', 'data strategy', 'machine learning', 'privacy', 'nlp', 'engineering']"
"Flagship Pioneering, Inc.",(sr) machine learning scientist,Full Time,Senior-level,"['data pipelines', 'deep learning', 'architecture', 'aws', 'computer science', 'bayesian']"
Energy Aspects Ltd,data analyst - ngls,Full Time,Mid-level,"['finance', 'excel', 'data quality', 'python', 'engineering', 'economics']"
Trustly,data engineer,Full Time,No Experience,"['data pipelines', 'banking', 'bigquery', 'aws', 'dataflow', 'airflow']"
Oviva,senior bi & data analyst,Full Time,Senior-level,"['data analytics', 'bigquery', 'data warehouse', 'excel', 'business intelligence', 'engineering']"
Charger Logistics Inc,head of data analyst operations,Full Time,Mid-level,"['power bi', 'finance', 'computer science', 'excel', 'mathematics', 'economics']"
Simpplr,data visualization engineer,Full Time,Senior-level,"['github', 'cd', 'data warehouse', 'd3', 'data visualization', 'ci', 'engineering']"
Bosch Group,process and data analyst,Full Time,Senior-level,"['data management', 'chatbots', 'finance', 'data analytics', 'big data', 'data visualization']"
Dun & Bradstreet,"data scientist, marketing analytics",Full Time,Senior-level,"['julia', 'clustering', 'databricks', 'computer science', 'machine learning', 'classification']"
Whatfix,ai/ml engineer,Full Time,Senior-level,"['deep learning', 'architecture', 'computer science', 'fastai', 'computer vision', 'engineering']"
3Cloud,data engineer (east coast us hours),Full Time,Senior-level,"['apis', 'architecture', 'databricks', 'athena', 'aws', 'azure']"
Kaizen Gaming,senior big data engineer,Full Time,Senior-level,"['architecture', 'big data', 'cd', 'databricks', 'azure', 'ci', 'airflow']"
SumUp,senior machine learning engineer,Full Time,Senior-level,"['apis', 'pyspark', 'machine learning', 'ml models', 'pipelines', 'engineering']"
Quizlet,"sr machine learning engineer, study",Full Time,Senior-level,"['research', 'llms', 'machine learning', 'gpt', 'python', 'engineering']"
Infinitus,insurance verification specialist / artificial intelligence trainer,Full Time,Entry-level,"['engineering', 'testing']"
Teneo,"manager, data analytics",Full Time,No Experience,"['data analytics', 'aws', 'azure', 'engineering', 'consulting firm', 'consulting']"
Ad Hoc,data engineer (remote),Full Time,Senior-level,"['agile', 'architecture', 'big data', 'aws', 'azure', 'airflow']"
Wolt,senior data scientist,Full Time,Senior-level,"['b testing', 'deep learning', 'aws', 'a', 'computer vision', 'airflow', 'bayesian']"
GWI,data analyst,Full Time,Entry-level,"['etl', 'agile', 'data warehousing', 'data quality', 'elt', 'engineering']"
Printify,machine learning ops engineer (emea time zone - remote),Full Time,Senior-level,"['apis', 'architecture', 'cd', 'aws', 'computer science', 'ci', 'computer vision']"
Abcam Plc,data engineer,Full Time,Senior-level,"['agile', 'data pipelines', 'big data', 'aws', 'computer science', 'azure']"
Unit8 SA,"data engineer (frankfurt, gemany)",Full Time,Mid-level,"['agile', 'data pipelines', 'data analytics', 'computer science', 'data quality', 'consulting']"
AppsFlyer,r&d data analyst,Full Time,Senior-level,"['data pipelines', 'data analytics', 'data analysis', 'aws', 'computer science', 'data visualization']"
Tower Research Capital,quantitative research analyst,Full Time,Senior-level,"['research', 'data analysis', 'computer science', 'phd', 'python', 'mathematics']"
Spendesk,senior data engineer,Full Time,Senior-level,"['data governance', 'data warehousing', 'data pipelines', 'airflow', 'data quality', 'business intelligence']"
Definitive Logic,senior artificial intelligence sme,Full Time,Senior-level,"['deep learning', 'architecture', 'engineering', 'consulting firm', 'consulting', 'ai strategy']"
Planet Labs Inc.,"senior engineering manager, machine learning",Full Time,Senior-level,"['mlops', 'machine learning', 'ml models', 'computer vision', 'classification', 'engineering']"
Intelerad,sr director - implementation quality - medical imaging/pacs,Full Time,Senior-level,"['agile', 'architecture', 'aws', 'computer science', 'azure', 'consulting']"
Level AI,"mlops engineer - ai (remote, india)",Full Time,No Experience,"['kubernetes', 'deep learning', 'kubeflow', 'cd', 'computer science', 'ci', 'docker']"
Talan,consultant dataops/devops,Full Time,Entry-level,"['ansible', 'agile', 'big data', 'aws', 'azure', 'blockchain']"
The Allen Institute for AI,research engineer - allennlp,Full Time,Entry-level,"['deep learning', 'architecture', 'data analysis', 'computer science', 'engineering', 'docker']"
Sayari,data engineer,Full Time,Mid-level,"['bigquery', 'aws', 'azure', 'airflow', 'engineering', 'docker']"
ThoughtSpot,data engineer,Full Time,Senior-level,"['data management', 'data pipelines', 'apis', 'architecture', 'data analysis', 'computer science']"
Global Atlantic Financial Group,azure data developer,Full Time,Senior-level,"['gitlab', 'power bi', 'data management', 'finance', 'ml models', 'azure']"
GWI,data analytics engineer,Full Time,Entry-level,"['agile', 'data warehousing', 'data analytics', 'data quality', 'engineering', 'elt']"
Amazon.com,"business intelligence engineer, data center position optimization (dcpo)",Full Time,Senior-level,"['data pipelines', 'architecture', 'data mining', 'aws', 'data visualization', 'business intelligence']"
Printify,machine learning product manager (emea time zone - remote),Full Time,Senior-level,"['llms', 'ecommerce', 'computer science', 'machine learning', 'computer vision', 'engineering']"
Loyal,"manager, cloud data operations",Full Time,Senior-level,"['architecture', 'data analytics', 'big data', 'aws', 'computer science', 'azure']"
Ready Player Me,research engineer,Full Time,Senior-level,"['research', 'deep learning', 'machine learning', 'computer vision', 'pipelines', 'engineering']"
Allegro,senior big data engineer,Full Time,Senior-level,"['big data', 'cd', 'bigquery', 'gcp', 'dataflow', 'ci', 'engineering']"
CIMMYT,assistant research associate (data analyst),Full Time,Mid-level,"['research', 'data management', 'data analysis', 'econometrics', 'r', 'economics']"
Foursquare,data engineer,Full Time,Senior-level,"['clojure', 'apis', 'athena', 'aws', 'computer science', 'airflow']"
Shape Therapeutics,"machine learning scientist, genomics",Full Time,Senior-level,"['biology', 'generative modeling', 'deep learning', 'aws', 'computer science', 'engineering']"
Aetion,analyst (data integration),Full Time,Entry-level,"['research', 'rdbms', 'sql', 'python', 'statistics', 'r']"
capital.com,principal data architect,Full Time,Senior-level,"['architecture', 'databricks', 'aws', 'computer science', 'crypto', 'azure']"
Celonis,staff product analytics engineer - madrid,Full Time,Senior-level,"['agile', 'business analytics', 'cx', 'aws', 'computer science', 'azure']"
JDSAT,operations research analyst,Full Time,Mid-level,"['cassandra', 'architecture', 'data analysis', 'big data', 'data analytics', 'computer science']"
Geomagical Labs,3d data quality analyst - contract,Full Time,Entry-level,"['computer vision', 'data quality', 'engineering', '3d graphics']"
Komodo Health,staff data architect,Full Time,Senior-level,"['agile', 'data analytics', 'architecture', 'big data', 'databricks', 'aws']"
NielsenIQ,senior big data engineer,Full Time,Senior-level,"['airflow', 'devops', 'architecture', 'big data', 'computer science', 'business intelligence']"
Zscaler,"machine learning engineer - data pre-processing, pipeline, streaming",Full Time,Senior-level,"['bigquery', 'computer science', 'excel', 'airflow', 'engineering', 'docker']"
CCRi,data scientist,Full Time,Mid-level,"['julia', 'data analysis', 'big data', 'hadoop', 'computer science', 'data visualization']"
Talan,consultant data visualisation - h/f,Full Time,No Experience,"['agile', 'devops', 'architecture', 'big data', 'blockchain', 'business intelligence']"
Via,data analyst (citymapper),Full Time,Senior-level,"['python', 'data quality']"
Loyal,senior cloud data operations engineer,Full Time,Senior-level,"['architecture', 'data analysis', 'big data', 'aws', 'computer science', 'azure']"
"Quartet Health, Inc.",data scientist,Full Time,Senior-level,"['apis', 'architecture', 'data analysis', 'computer science', 'aws', 'api development']"
Shape Therapeutics,"machine learning engineer, genomics",Full Time,Senior-level,"['biology', 'data pipelines', 'big data', 'aws', 'computer science', 'airflow']"
Grover,(senior) people data analyst (m/w/x),Full Time,Senior-level,"['power bi', 'kpis', 'excel', 'consulting']"
Dandy,senior data analyst - go to market analytics,Full Time,Senior-level,"['kpis', 'mathematics', 'data analysis', 'looker', 'engineering', 'economics']"
Publicis Groupe,"analyst, decision sciences",Full Time,Entry-level,"['data analysis', 'consulting', 'excel', 'market research', 'engineering', 'economics']"
SmartRecruiters Inc,senior machine learning engineer,Full Time,Senior-level,"['deep learning', 'chatbots', 'architecture', 'computer science', 'machine learning', 'data quality']"
Bosch Group,data engineer,Full Time,Senior-level,"['data management', 'data pipelines', 'bitbucket', 'architecture', 'computer science', 'azure']"
Locus Robotics,"director, machine vision & robotics",Full Time,Executive-level,"['git', 'deep learning', 'ecommerce', 'architecture', 'computer science', 'classification']"
Locus Robotics,"principal lead, autonomous manipulation",Full Time,Senior-level,"['caffe', 'ecommerce', 'architecture', 'machine learning', 'linux', 'engineering']"
Adevinta,"staff data engineer, data & ml products",Full Time,Senior-level,"['agile', 'bigtable', 'architecture', 'big data', 'aws', 'azure']"
Together,data analyst & excel specialist,Full Time,Entry-level,"['excel', 'testing', 'finance']"
Miratech,business/data analyst,Full Time,Entry-level,"['r', 'finance', 'computer science', 'engineering', 'python', 'mathematics']"
UK Atomic Energy Authority,pdra in ai for autonomous systems,Full Time,Senior-level,"['research', 'deep learning', 'robotics', 'industrial', 'phd', 'computer vision']"
Standard Bank Group,data analyst - risk management (cib),Full Time,Entry-level,"['b testing', 'banking', 'data analysis', 'big data', 'credit risk', 'computer science', 'a']"
Verisk,lead data scientist,Full Time,Entry-level,"['data governance', 'causal inference', 'data analysis', 'big data', 'engineering', 'economics']"
Publicis Groupe,senior data engineer,Full Time,Senior-level,"['apis', 'architecture', 'data analysis', 'cd', 'aws', 'data visualization', 'ci']"
Etsy,"data analyst, payments fraud",Full Time,Senior-level,"['r', 'finance', 'looker', 'data visualization', 'python', 'engineering']"
Block,"senior data scientist, invoices",Full Time,Senior-level,"['banking', 'clustering', 'data strategy', 'architecture', 'crypto', 'blockchain']"
Fannie Mae,data management - lead associate (hybrid),Full Time,Mid-level,"['agile', 'apis', 'architecture', 'aws', 'classification', 'business intelligence']"
